번호,의안번호,법률안명,제안자구분,소관위원회,주요내용,의견수,date
21,2211167,정보통신망 이용촉진 및 정보보호 등에 관한 법률 일부개정법률안 (이해민의원 등 10인),의원,과학기술정보방송통신위원회,"제안이유 및 주요내용



  최근 해킹, 서버 침입, 데이터 유출 등 정보통신망을 통한 정보보호 사고가 지속적으로 증가하고 있음. 한국인터넷진흥원에 따르면, 침해 사고 신고 건수는 2023년 1,277건에서 2024년 1,887건으로 전년 대비 약 48% 급증하였으며, 이로 인한 사회적ㆍ경제적 피해 우려도 커지고 있음. 특히 대형 정보통신망 사업자는 방대한 이용자 데이터와 핵심 인프라를 보유하고 있어, 이들 사업자의 정보보호 수준이 전체 사회의 안전과 신뢰에 큰 영향을 미치고 있는 상황임.

  한편 2025년 이동통신사 해킹 사고에서 주요 서버가 주요정보통신기반시설에서 제외되어 정보보호 사각지대가 드러나는 등 현행 정보통신망 보호 체계의 한계가 지적되고 있음. 현행 「정보통신망법」은 정보통신망 침해행위 금지, 정보보호 관리체계(ISMS) 인증 의무화 등 정보통신망의 안정성과 신뢰성 확보를 위한 다양한 규정을 두고 있으나, 정보보호 예산 투자나 정보보호 관리체계 운영 실태 등 정보통신망 사업자의 정보보호 수준을 체계적으로 평가하고 관리하는 제도적 장치가 부족한 상황임.

  이에 따라 일정 규모 이상 정보통신망 사업자를 대상으로 하는 정보보호 수준 평가를 의무화하고 평가 결과를 공개함으로써 정보보호 관리체계의 실효성을 강화하고 정보보호 투자 확대, 사고 예방 등 정보통신망의 안정성 및 신뢰성 확보를 도모하고자 함(제45조의4 신설 등).",6576,20250630
22,2211087,정보통신망 이용촉진 및 정보보호 등에 관한 법률 일부개정법률안 (김장겸의원 등 12인),의원,과학기술정보방송통신위원회,"제안이유 및 주요내용



  현행법은 국내에 주소 또는 영업소가 없는 정보통신서비스 제공자등으로서 대통령령으로 정하는 기준에 해당하는 자는 관계 물품ㆍ서류 등의 제출을 대리할 수 있도록 국내에 주소 또는 영업소가 있는 자를 국내대리인으로 지정하도록 하면서, 국내대리인을 지정한 경우에는 국내대리인의 성명, 주소 및 전자우편 주소를 인터넷 사이트 등에 공개하도록 하고 있음.  

  그런데, 해외사업자의 형식적인 국내대리인 제도 운영으로 인하여 국내 이용자의 권리가 제대로 보호되고 있지 않아 제도의 실효성이 낮다는 지적이 지속적으로 제기되고 있음. 

  이에 국내대리인을 지정하거나 변경하는 경우 방송통신위원회에 통보하도록 하고, 정보통신서비스 제공자가 설립한 국내 법인이나 지배적인 영향력을 행사하는 법인이 있는 경우 해당 법인을 국내대리인으로 지정하도록 하며, 국내대리인 지정 기준에 부합하는지 여부를 확인하기 위한 자료 제출 의무 규정을 신설하는 등 현행법상 국내대리인 제도를 개선ㆍ보완함으로써 국내대리인 제도의 실효성을 높여 국내 이용자의 권리를 효과적으로 보호할 수 있도록 하려는 것 등임(안 제32조의5 등).",5852,20250626
23,2211048,정보통신망 이용촉진 및 정보보호 등에 관한 법률 일부개정법률안 (구자근의원 등 10인),의원,과학기술정보방송통신위원회,"제안이유 및 주요내용



  현행법은 정보통신망의 안전성 확보 및 개인정보 보호를 위해 주요 정보통신서비스 제공자 등에게 정보보호 관리체계 인증을 취득하도록 의무를 부과하고 있고, 이에 대한 사후관리를 받도록 규정하고 있음.

  그러나 최근 SK텔레콤에서 발생한 침해사고의 경우 SK텔레콤이 정보보호 관리체계 인증을 받았음에도 불구하고 발생한 것으로, 2024년 기준 SK텔레콤의 정보기술 투자금액 대비 정보보호 투자금액 비율은 4.1%로 케이티 6.4%, LG유플러스 6.6%에 비해 낮은 수준이었는바, 정보보호 투자금액에 대한 일정 비율 이상의 확보가 필요한 것으로 보임.

  이에 주요 정보통신서비스 제공자 등에게 정보기술부문 예산에 일정 비율 이상의 정보보호 예산을 반영하도록 규정을 마련함으로써 안전한 정보통신망 환경 조성에 기여하고자 함(안 제45조제5항 신설).",5689,20250624
24,2210937,정보통신망 이용촉진 및 정보보호 등에 관한 법률 일부개정법률안 (최민희의원 등 11인),의원,과학기술정보방송통신위원회,"제안이유 및 주요내용



  현행법에 따르면 과학기술정보통신부장관이나 한국인터넷진흥원은 침해사고의 신고를 받거나 침해사고를 알게 되면 침해사고의 예보ㆍ경보 등 침해사고 대응에 필요한 조치를 하여야 하고, 중대한 침해사고가 발생한 경우 그 침해사고의 원인 분석 및 대책 마련을 위하여 정보보호에 전문성을 갖춘 민ㆍ관합동조사단을 구성하고 정보통신서비스 제공자에게 관련 자료의 제출을 요구하거나 사업장에 출입하여 침해사고 원인을 조사할 수 있도록 하고 있음.

  그런데 최근 침해사고로 인한 대규모 개인정보 유출 사태가 발생하였으나 정부와 해당 정보통신서비스 제공자는 사태의 위험성과 2차 피해의 가능성에 대한 경보ㆍ예보를 실시하지 않았고, 해당 정보통신서비스 제공자의 소극적 대응과 미흡한 피해구제 조치 등으로 인해 피해 확산에 대한 이용자의 우려와 불만이 고조되고 있음.

  이에 과학기술정보통신부장관은 중대한 침해사고 발생 시 예보ㆍ경보ㆍ통지의 방법을 구체적으로 규정하고, 침해사고로 인한 이용자 피해 확산 방지와 신속한 피해구제에 대한 정보통신서비스 제공자의 의무 부과와 침해사고 관련 의무 미이행에 대한 과태료 상향 등 침해사고에 대한 사업자 책임과 이용자 보호를 강화하려는 것임(안 제48조의2제7항, 제48조의7, 제76조제1항 신설 등).",7222,20250619
25,2210763,정보통신망 이용촉진 및 정보보호 등에 관한 법률 일부개정법률안 (이해민의원 등 12인),의원,과학기술정보방송통신위원회,"제안이유 및 주요내용



  현행법에 따르면 사이버 침해사고가 발생할 경우, 과학기술정보통신부장관(이하 ‘과기부 장관’)은 민ㆍ관합동조사단을 구성하여 사고 원인을 분석하고, 관련 사업자에게 자료 제출 및 현장 조사에 협조할 것을 요구할 수 있음.

  그러나 사업자가 과기부 장관의 협조 요청을 거부하거나 거짓 자료를 제출하는 등 불성실한 태도로 임하더라도 1천만 원 이하의 과태료 외에는 실질적인 제재 수단이 없음. 이 때문에 국민 피해 및 구제와 직결되는 조사의 실효성이 크게 떨어진다는 지적이 꾸준히 제기되고 있음.

  이에 장관이 사업자의 자료 제출 거부나 현장 조사 방해 등에 대해 이행강제금을 부과할 수 있도록 하여, 조사의 실효성을 담보하고, 사고 은폐나 축소 시도 등을 막고자 함(안 제48조의7 신설 및 제76조제3항제11호의3ㆍ제12호 삭제).",6281,20250612
26,2210752,정보통신망 이용촉진 및 정보보호 등에 관한 법률 일부개정법률안 (이종배의원 등 11인),의원,과학기술정보방송통신위원회,"제안이유 및 주요내용



  현행 「형법」에 따르면 불특정 또는 다수의 사람의 생명, 신체에 위해를 가할 것을 내용으로 공연히 공중을 협박한 사람은 5년 이하의 징역 또는 2천만원 이하의 벌금에 처하도록 하고 있음.

  그런데 정보통신망을 통하여 공중을 협박하는 경우 그 파급력이 보다 크고 피해가 가중될 수 있다는 특성이 있으므로, 정보통신망을 통하여 공중을 협박하는 경우에 대한 처벌 규정을 별도로 마련해야 한다는 의견이 있음.

  실제로 2023년 서울 신림역 및 분당 서현역 흉기 난동 사건 이후, 유튜브 등 온라인상에 유사 범행을 예고하는 게시물이 다수 게시되어 사회적 불안이 증대되었고, 이에 따라 경찰 인력의 반복적인 투입 등 공적 자원이 과도하게 소모되었음.

  특히 모방 범죄 예고로 검거된 피의자 중 절반 이상이 미성년자인 것으로 나타나, 낮은 경각심에서 비롯된 단순한 장난이나 호기심이 공공안전을 위협하는 심각한 결과로 이어질 수 있음을 보여줌.

  이에 정보통신망을 통하여 공중을 협박하는 경우 그 특성을 고려하여 10년 이하의 징역 또는 1억원 이하의 벌금에 처하도록 규정함으로써 해당 행위에 대한 경각심을 제고하고, 관련 범죄의 발생을 예방하고 근절하려는 것임(안 제44조의11 및 제70조의3 신설).",5366,20250612
27,2210717,정보통신망 이용촉진 및 정보보호 등에 관한 법률 일부개정법률안 (김상훈의원 등 14인),의원,과학기술정보방송통신위원회,"제안이유 및 주요내용



  현행법은 정보통신망의 안정성ㆍ신뢰성 확보를 위하여 관리적ㆍ기술적ㆍ물리적 보호조치를 포함한 종합적 관리체계를 수립ㆍ운영하고 있는 자에 대하여 해당 정보보호 관리체계가 인증기준에 적합한지에 관하여 인증기관이 평가하여 인증 또는 관리등급을 부여하도록 하고 있음.

  그런데 최근 발생한 이동통신사 해킹 사고를 비롯하여 정보통신망 침해사고가 반복되고 있고, 해당 정보통신서비스 제공자는 정보보호 관리체계 인증을 받았음에도 침해사고의 예방과 초기 대응에 실패하였음. 향후 유사사고의 재발을 방지하기 위하여 인증체계에 대한 개선과 함께 인증에 대한 관리ㆍ감독 체계를 강화할 필요가 있음.

  이에 정보보호 관리체계를 수립ㆍ운영하고 있는 자 중 이동통신 등 보안 관련 고위험 산업군에 대하여는 강화된 정보보호 인증기준을 적용할 수 있도록 했음. 아울러 정보보호 관련 법령의 중대한 위반시 인증을 취소할 수 있도록 하고, 인증 사후관리 시 현장심사 강화와 인증 미이행 시 과징금 부과 근거를 마련함으로써 정보보호 인증제도의 실효성을 제고하려는 것임(안 제47조, 제47조의8 신설 등).",4823,20250611
28,2210630,정보통신망 이용촉진 및 정보보호 등에 관한 법률 일부개정법률안 (조인철의원 등 13인),의원,과학기술정보방송통신위원회,"제안이유 및 주요내용



  현행법은 음란정보, 명예훼손 정보 또는 범죄를 목적으로 하거나 교사 또는 방조하는 내용의 정보 등을 불법정보로 규정하여 그 유통을 금지하고 있음.

  그런데 최근 본인 또는 제3자의 정치적 또는 경제적 이익을 목적으로 허위조작정보를 생성ㆍ유포하여 폭동, 테러 등 범죄를 조장하거나 선동하는 도구로 악용하는 사례가 급증하면서 심각한 사회적 혼란을 초래하고 있음.

  이에 본인 또는 제3자의 정치적 또는 경제적 이익을 목적으로 허위조작정보를 생성 또는 유포하여 폭동, 테러 등 범죄를 조장하거나 선동하는 내용의 정보를 정보통신망에 유통이 금지되는 불법정보에 포함시킴으로써 허위조작정보로 인한 사회적 혼란을 방지하고자 함(안 제44조의7제1항제8호의2 신설 등).",11538,20250529
29,2210586,정보통신망 이용촉진 및 정보보호 등에 관한 법률 일부개정법률안 (조인철의원 등 10인),의원,과학기술정보방송통신위원회,"제안이유 및 주요내용



  현행법에 따르면 과학기술정보통신부장관은 침해사고가 발생하면 침해사고에 관한 정보의 수집ㆍ전파 등 침해사고 대응에 필요한 조치를 하여야 하고, 침해사고의 원인을 분석하고 피해 확산 방지, 사고대응, 복구 및 재발 방지를 위한 대책을 마련하여 해당 정보통신서비스 제공자에게 필요한 조치를 명할 수 있음.

  그런데 최근 침해사고의 발생으로 대규모 개인정보가 유출되었음에도 해당 정보통신서비스 제공자의 소극적 대응과 미흡한 이용자 피해구제 조치 등으로 인한 금융정보 탈취, 신원 도용과 같은 2차 피해의 발생과 사생활 침해에 대한 이용자의 우려가 급증하고 있음. 

  이에 과학기술정보통신부장관은 침해사고의 예방 및 피해 확산 방지를 위하여 침해사고 관리ㆍ대응 매뉴얼 표준안을 마련하여 보급하도록 하고, 정보통신서비스 제공자가 침해사고 관련 자료 제출 명령을 이행하지 않는 경우 이행강제금을 부과하는 등 침해사고에 대한 신속하고 체계적인 대응체계를 마련하고 사업자의 적극적인 대응조치 및 법적 책임성을 제고하여 이용자 보호를 강화하려는 것임(안 제48조의7 및 제48조의8 신설 등).",7849,20250522
30,2210509,정보통신망 이용촉진 및 정보보호 등에 관한 법률 일부개정법률안 (이훈기의원 등 15인),의원,과학기술정보방송통신위원회,"제안이유 및 주요내용



  정보통신서비스 이용자가 사망하기 전에 정보통신서비스를 통하여 남긴 게시글 등의 정보(이하 “디지털정보”라 함)의 재산적 가치에 대한 인식이 높아지고 있으며, 이용자가 사망한 후에도 상속인 등이 이를 승계하여 보존ㆍ관리하고자 하는 사례가 증가하고 있음에도 현행법에서는 관련 내용을 규정하고 있지 않아 디지털정보의 처리가 어려운 상황임. 

  이에 정보통신서비스 제공자 중 일일 평균 이용자의 수, 매출액, 사업의 종류 등이 대통령령으로 정하는 기준에 해당하는 자로 하여금  이용자가 사망하는 경우 이용자가 지정한 처리방법에 따라 디지털정보를 처리하도록 하고, 이용자에게 디지털정보처리방법의 변경 여부를 정기적으로 확인하도록 하는 등 디지털정보의 처리에 관한 법적 근거를 마련하려는 것임(안 제44조의11 신설).",6662,20250514
31,2210304,정보통신망 이용촉진 및 정보보호 등에 관한 법률 일부개정법률안 (김상훈의원 등 13인),의원,과학기술정보방송통신위원회,"제안이유 및 주요내용



  최근 인공지능기술이 급속도로 발전함에 따라 「인공지능 발전과 신뢰 기반 조성 등에 관한 기본법」이 제정되어 인공지능사업자에게 인공지능기술을 활용한 생성물이라는 표시를 하도록 의무를 부여하고 있음. 그런데 정보통신망에서의 인공지능기술 활용 생성물의 유통을 규제하기 위한 직접적인 규정은 미비한바, 실제와 구분하기 어려운 합성물이 급증하고 있는 실정임.

  특히, 인공지능기술을 통해 화장품, 탈모치료제, 다이어트보조제 등의 효능을 광고하는 허위의 영상을 생성하여 소비자를 기만하는 사례도 발생하는 등 허위정보와 가짜뉴스의 확산 우려가 높아지고 있는 만큼 이러한 생성물에 대해서도 표시의무 부과를 통한 실효성 확보가 필요함.

  이에 정보제공자에게 인공지능기술로 생성한 딥페이크영상등의 표시의무를 규정하고, 해당 표시를 훼손하고 영리목적으로 제공하는 내용의 정보를 불법정보로 규정하여 유통을 금지함으로써 정보통신망에서의 인공지능 생성물 유통에 관한 안전장치를 마련하고자 함(안 제42조의4 및 제44조의7제1항제5호의2 신설 등).",5824,20250501
32,2210277,정보통신망 이용촉진 및 정보보호 등에 관한 법률 일부개정법률안 (이수진의원 등 12인),의원,과학기술정보방송통신위원회,"제안이유 및 주요내용



  현행법은 사람을 비방할 목적으로 정보통신망을 통하여 공공연하게 사실 또는 거짓의 사실을 드러내어 다른 사람의 명예를 훼손한 자를 처벌하고 있으나, 사자(死者)에 대한 명예훼손에 대한 처벌이나 공공연하게 다른 사람이나 사자를 모욕한 자에 대한 처벌은 규정하고 있지 않음.

  최근 여객기 참사 등 대형 재난 피해자 및 유가족 등에 대한 무분별한 조롱이나 비방하는 내용의 인터넷 게시글로 인한 피해가 증가하고 있음에도 불구하고 사자에 대한 명예훼손이나 다른 사람을 모욕하는 내용의 정보가 불법정보에 포함되지 않아 이에 대한 규제가 어려운 실정임.

  이에 공공연하게 거짓의 사실을 드러내어 사자의 명예를 훼손하는 내용의 정보와 공공연하게 다른 사람 또는 사자를 모욕하는 내용의 정보를 불법정보에 포함하고, 사자에 대한 명예훼손죄, 다른 사람 또는 사자에 대한 모욕죄를 신설하며 재난피해자 및 유가족 등에 대한 명예훼손 또는 모욕에 대해서는 가중처벌 하고자 함(안 제44조, 제44조의2, 제44조의3, 제44조의6, 제44조의7, 제44조의10, 제70조, 제70조의2 및 제70조의3 신설 등).",10367,20250430
33,2209806,정보통신망 이용촉진 및 정보보호 등에 관한 법률 일부개정법률안 (조인철의원 등 13인),의원,과학기술정보방송통신위원회,"제안이유 및 주요내용



  현행법은 정보통신망을 통한 불법정보의 유통을 금지하고 있고, 정보통신서비스 제공자 또는 게시판 관리ㆍ운영자로 하여금 방송통신위원회의 심의에 따라 해당 정보의 처리를 거부ㆍ정지 또는 제한하도록 하고 있음.

  그런데 유튜브 등 해외 온라인플랫폼을 통해 불법정보 등이 유통되는 사례가 지속적으로 발생하고 있으나 해외 사업자의 경우 현행법상 의무를 준수하지 않거나 행정기관의 시정조치 명령에 따르지 않더라도 이에 대해 신속한 제재를 가하기가 어렵다는 문제점이 있음.

  EU 디지털서비스법에서는 대형 온라인 플랫폼 내에 불법정보가 유통될 경우 이에 대응하여 내려진 사법 및 행정기관의 조치명령을 조치하였는지, 언제 조치할 예정인지를 관계기관에 통지하도록 하고 있음.

  이에 국내대리인으로 하여금 불법정보에 대한 방송통신위원회 명령의 이행계획, 이행상황 및 이행결과를 통보하는 업무를 대리하도록 함으로써 해외사업자의 불법정보 유통에 대한 규제의 실효성을 제고하고자 함(안 제32조의5제1항제3호, 제44조의7제6항 및 제76조제3항제4호의3 신설).",8010,20250415
34,2209795,정보통신망 이용촉진 및 정보보호 등에 관한 법률 일부개정법률안 (조인철의원 등 10인),의원,과학기술정보방송통신위원회,"제안이유



  현행법은 국내에 주소 또는 영업소가 없는 일정 규모 이상의 정보통신서비스 제공자등으로 하여금 법 위반사항 여부 등을 판별하기 위한 자료제출 요구 등의 업무를 수행할 국내대리인을 지정하도록 규정하고 있음.

  그러나 정보통신서비스 제공자등의 국내대리인의 지정 요건에 국내 소재 외에 그 형태나 운영방식에 대한 별도 규정이 없어 국내 법인이 아닌 법무법인 또는 페이퍼컴퍼니 등을 국내대리인으로 지정하는 등 형식적으로 국내대리인을 지정ㆍ운영하고 있어 이에 대한 규제가 필요함.

  이에 정보통신서비스 제공자등의 국내대리인 지정 요건을 강화하고, 국내대리인의 제도의 실효성을 확보하기 위한 제도적 근거를 마련함으로써 해외 사업자에 대한 책임을 명확히 하여 이용자의 권익을 두텁게 보호하고자 함.





주요내용



가. 정보통신서비스 제공자등이 국내 법인을 설립ㆍ운영 중인 경우 해당 법인을 국내대리인으로 지정하도록 함(안 제32조의5제2항).

나. 정보통신서비스 제공자등이 국내대리인을 지정하거나 변경하는 경우 방송통신위원회에 통보하도록 함(안 제32조의5제3항).

다. 국내대리인은 이 법에 따른 업무 수행을 위한 담당자를 지정하여야 하며, 담당자는 국내대리인, 정보통신서비스 제공자등, 방송통신위원회 또는 과학기술정보통신부와 상시 연락이 가능하도록 필요한 조치를 하도록 함(안 제32조의5제5항 신설).

라. 국내대리인의 업무인 이 법 위반에 대한 과학기술정보통신부장관 또는 방송통신위원회의 관계 물품ㆍ서류 등의 제출명령 위반에 대한 제재를 강화함(안 제76조제2항제6호 신설).",7345,20250415
35,2209704,정보통신망 이용촉진 및 정보보호 등에 관한 법률 일부개정법률안 (이종배의원 등 10인),의원,과학기술정보방송통신위원회,"제안이유 및 주요내용



  현행법에 따르면 정보통신망을 통하여 일반에게 공개를 목적으로 제공된 정보로 사생활 침해나 명예훼손 등 타인의 권리가 침해된 경우 그 침해를 받은 자는 해당 정보를 처리한 정보통신서비스 제공자에게 침해사실을 소명하여 그 정보의 삭제를 요청할 수 있고, 정보통신서비스 제공자가 정보의 삭제 요청에도 불구하고 권리의 침해 여부를 판단하기 어렵거나 이해당사자 간에 다툼이 예상되는 경우에는 해당 정보에 대한 접근을 임시적으로 차단하는 조치(이하 “임시조치”라 함)를 할 수 있음.

  또한 정보통신망을 통하여 다른 사람의 명예를 훼손한 경우, 사실 적시에 의한 명예훼손은 3년 이하의 징역 또는 3천만원 이하의 벌금에, 허위 사실 적시에 의한 명예훼손은 7년 이하의 징역, 10년 이하의 자격정지 또는 5천만원 이하의 벌금에 처하도록 규정하고 있음.

  그런데, 최근 유튜브 등 소셜플랫폼을 통하여 타인의 사생활이나 약점을 폭로하는 등 권리침해를 내용으로 하는 자극적인 온라인 콘텐츠를 제작함으로써 수익을 거두고 있는 사례가 증가하고 있으나, 정보 삭제를 요청하더라도 권리침해 여부를 최종적으로 판단하기까지 상당한 시간이 소요되고 있으며 그 기간 동안 해당 게시물이 온라인상 그대로 노출되어 피해가 지속되거나 확대되는 문제가 발생하고 있음. 특히 자극적인 콘텐츠일수록 빠르게 확산되는 특성으로 인해 짧은 시간 내에도 피해 규모가 커질 수 있다는 우려가 제기됨.

  이에 임시조치의 기간을 현행 30일에서 60일로 연장하고, 정보통신망을 통한 명예훼손 시 사실 적시에 의한 경우 5년 이하의 징역 또는 5천만원 이하의 벌금에, 허위 사실 적시에 의한 경우 10년 이하의 징역, 10년 이하의 자격정지 또는 1억원 이하의 벌금형에 각각 처하도록 규정함으로써 정보통신망을 통하여 일반에게 공개를 목적으로 제공된 정보로 인하여 사생활 침해나 명예훼손 등 권리 침해를 받은 사람을 보다 적극적으로 보호할 수 있도록 하려는 것임(안 제44조의2제4항 후단 및 제70조).",10955,20250410
36,2209604,정보통신망 이용촉진 및 정보보호 등에 관한 법률 일부개정법률안 (유동수의원 등 10인),의원,과학기술정보방송통신위원회,"제안이유 및 주요내용



  오늘날 모바일의 활성화로 연락처, 일정, 메시지 등 다양한 개인정보 등이 정보통신서비스 제공자 등이 운영하는 계정에 저장되어 있음.

  그런데 휴대전화 이용자가 사망한 경우 가족 등이 그 계정의 보안을 해제할 수가 없어서 고인의 개인정보를 적절히 정리하고 관계자에게 연락하는 등 필요한 조치를 취하는 데 어려움을 겪고 있음.

  이에 정보통신서비스 제공자등에게 이용자가 사망 또는 실종되는 경우 이용자의 계정에 접근할 수 있는 대리인을 사전에 지정하도록 할 의무를 부과하려는 것임(안 제23조의7 신설).",11684,20250407
37,2209332,정보통신망 이용촉진 및 정보보호 등에 관한 법률 일부개정법률안 (양부남의원 등 10인),의원,과학기술정보방송통신위원회,"제안이유 및 주요내용



  최근 유튜브 등에서 경제적 또는 정치적 이익을 목적으로 공공연하게 허위의 사실 또는 사실의 왜곡ㆍ조작을 통하여 정확한 사실관계를 오인하도록 하는 정보가 유포되어 명예훼손 등 피해 사례가 급증하고 나아가 폭동, 테러 등 선동으로 사회적으로 불안과 혼란이 가중되고 있음.

  이에 경제적 또는 정치적 이익을 목적으로 거짓의 사실 또는 사실의 왜곡ㆍ조작을 통해 정확한 사실관계를 오인하도록 유도하여 내란, 폭동, 테러 또는 이에 준하는 범죄를 조장하는 내용의 정보를 불법정보에 포함시키고 해당 정보를 유통하는 자에 대한 규제를 강화하고자함.

  또한 이러한 불법정보의 유통을 통해 경제적 이익을 취하는 행위를 차단하기 위해, 불법정보를 유포하거나 유통하는 자의 금융거래를 제한할 수 있도록 계좌지급정지 조치와 불법정보를 통해 창출한 수익을 몰수 및 추징을 가능하게 하려는 것임.

(안 제44조의7제1항제8호의2, 제44조의11 및 제74조제1항제3호의2 신설 및 제75조의2).",28802,20250325
38,2209282,정보통신망 이용촉진 및 정보보호 등에 관한 법률 일부개정법률안 (고동진의원 등 13인),의원,과학기술정보방송통신위원회,"제안이유 및 주요내용



  최근 유튜브, 아프리카TV 등의 플랫폼을 통하여 특정 개인에 대한 사생활을 침해하고 그 개인을 혐오하도록 조장하는 사이버레커 유튜버와, 정보통신망을 이용한 게시물 또는 댓글에서 무분별하게 마녀사냥식의 비방을 일삼아 심각한 정신적 고통을 야기시키는 자들로 인하여, 극단적 선택을 하는 사례들이 지속적으로 나타나고 있음.

  이에 ‘사실적시 명예훼손’의 벌칙 수준을 현행 “3년 이하의 징역 또는 3천만원 이하의 벌금”에서 “7년 이하의 징역 또는 2억원 이하의 벌금”으로, ‘허위사실 명예훼손’의 벌칙 수준은 현행 “7년 이하의 징역, 10년 이하의 자격정지 또는 5천만원 이하의 벌금”에서 “15년 이하의 징역, 15년 이하의 자격정지 또는 15억원 이하의 벌금”으로 대폭 상향시켜, 정보통신망 명예훼손죄의 경각심을 제고하는 동시에 책임주의에 따른 법률 개정으로 엄정한 법질서를 확립하고자 함(안 제70조제1항 및 제2항).",12568,20250324
39,2209268,정보통신망 이용촉진 및 정보보호 등에 관한 법률 일부개정법률안 (김민석의원 등 14인),의원,과학기술정보방송통신위원회,"제안이유 및 주요내용



  최근 훈육을 가장하여 동물을 학대하는 행위를 촬영한 사진과 동영상을 정보통신망에 게시ㆍ광고하여 사회적 충격을 준 사건이 발생하여 국민적 관심이 고조되고 있음.

  현행법은 사생활 침해 또는 명예훼손 등 타인의 권리를 침해하는 정보, 「청소년 보호법」에 따른 유해매체물을 광고하는 내용, 「성폭력범죄의 처벌 등에 관한 특별법」 및 「아동ㆍ청소년의 성보호에 관한 법률」에 따른 성범죄 관련 불법촬영물등의 유통을 금지하고 정보통신서비스 제공자에게 관리 의무를 부과하고 있음.

  그러나 법률로 정하는 학대 범죄 사진 또는 영상물을 정보통신망에 유통하는 행위 역시 사회적 충격과 재범 및 모방범죄에 영향을 미칠 수 있는바, 학대 범죄 정보를 정보통신망에 전시ㆍ광고ㆍ유통하는 일을 제한할 필요가 있음.

  이에 현행법에서 정하고 있는 학대 범죄를 촬영한 사진 또는 영상물의 유통을 금지하고, 정보통신서비스 제공자가 학대 행위 사진 또는 영상물이 포함된 정보를 삭제 또는 임시조치할 수 있게 하며, 정보통신 서비스 제공자가 지정하는 “불법촬영물등 유통방지 책임자”가 관리하는 정보에 학대행위를 촬영한 사진ㆍ영상물 또는 복제물(복제물의 복제물을 포함)을 포함시키려는 것임(안 제44조, 제44조의2, 제44조의3, 제44조의7, 제44조의9).",9936,20250321
40,2209257,정보통신망 이용촉진 및 정보보호 등에 관한 법률 일부개정법률안 (이헌승의원 등 11인),의원,과학기술정보방송통신위원회,"제안이유 및 주요내용



  현행법은 영리목적의 광고성 정보(이하 “스팸”이라 함)를 전송ㆍ게시하려는 자와 그 전송의 매개가 되는 정보통신서비스를 제공하는 자에 대한 의무 규정을 두고, 이를 위반한 자에 대하여 벌금ㆍ과태료 등을 부과하도록 규정하고 있음.

  그런데 현행법을 위반한 스팸 전송(이하 “불법스팸”이라 함) 건수가 증가하는 원인으로 불법스팸 전송에 따른 벌금이나 과태료에 비해 전송으로 얻는 이익이 더 크다는 점이 지적되고 있음을 고려할 때, 불법행위로 얻어진 경제적 이익을 환수하기 위한 과징금 부과 제도의 도입 등을 통하여 불법스팸 전송에 대한 규제를 강화할 필요가 있음.

  이에 불법스팸을 전송한 정보통신서비스 제공자 등에게 과징금을 부과할 수 있도록 하고, 불법스팸 전송 행위를 몰수ㆍ추징 대상으로 규정하며, 불법스팸 전송 관련 민관 상설 협의체를 구성ㆍ운영할 수 있도록 근거를 마련하려는 것임(안 제50조의9ㆍ제50조의10 신설 및 제75조의2 전단).",7976,20250321
41,2209252,정보통신망 이용촉진 및 정보보호 등에 관한 법률 일부개정법률안 (신영대의원 등 12인),의원,과학기술정보방송통신위원회,"제안이유 및 주요내용



  현행법은 정보통신서비스를 이용하는 이용자가 사망하거나 실종선고를 받은 경우 해당 이용자가 남긴 정보(이하 “디지털유산”이라 한다)의 처리에 대해서는 명확하게 규정하고 있지 않음.

  최근 이용자가 정보통신서비스를 통하여 게재ㆍ유통한 게시물 등의 재산적 가치에 대한 인식이 높아지고 있고 이용자가 사망한 후에도 상속인 등이 이를 승계하여 보존ㆍ관리하고자 하는 사례가 증가하고 있음에도 불구하고 이용자가 사망한 경우 이용약관에 따라 일정기간이 지나면 삭제하는 경우가 많은 실정임.

  이에 이용자의 디지털유산을 상속인에게 승계할 수 있도록 하는 법적 근거를 마련하고 정보통신서비스 제공자는 이용자가 사망하기 전에 디지털유산의 관리자 지정, 삭제 등 대통령령으로 정하는 바에 따라 디지털유산의 처리방법을 미리 지정하는 경우에는 그에 따라 처리하도록 함으로써 디지털유산에 대한 이용자의 자기결정권을 보장하려는 것임(안 제44조의11 신설).",9720,20250321
